"ITTER107","Territory","TIPO_DATO7","Data type","ISO_A","Country of birth","TIME","Select time","Value","Flag Codes","Flags"
"ITE1A","Grosseto","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.04,,
"ITE1A","Grosseto","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.11,,
"ITE1A","Grosseto","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.21,,
"ITE2","Umbria","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.2,,
"ITE2","Umbria","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.33,,
"ITE2","Umbria","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.52,,
"ITE21","Perugia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",13.4,,
"ITE21","Perugia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",13.39,,
"ITE21","Perugia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",13.46,,
"ITE21","Perugia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",18.02,,
"ITE21","Perugia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",18.36,,
"ITE21","Perugia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",18.44,,
"ITE22","Terni","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.2,,
"ITE22","Terni","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.28,,
"ITE22","Terni","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.63,,
"ITE3","Marche","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.34,,
"ITE3","Marche","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.48,,
"ITE3","Marche","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.67,,
"ITE31","Pesaro e Urbino","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",13.36,,
"ITE31","Pesaro e Urbino","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",13.54,,
"ITE31","Pesaro e Urbino","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",13.6,,
"ITE31","Pesaro e Urbino","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",18.87,,
"ITE31","Pesaro e Urbino","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",19.2,,
"ITE31","Pesaro e Urbino","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",19.11,,
"ITE32","Ancona","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",11.37,,
"ITE32","Ancona","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",11.66,,
"ITE32","Ancona","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",11.83,,
"ITE33","Macerata","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.36,,
"ITE33","Macerata","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.47,,
"ITE33","Macerata","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.69,,
"ITE34","Ascoli Piceno","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.61,,
"ITE34","Ascoli Piceno","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",13.1,,
"ITE34","Ascoli Piceno","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",13.34,,
"ITF3","Campania","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",17.55,,
"ITF3","Campania","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",17.97,,
"ITF3","Campania","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",17.91,,
"ITF31","Caserta","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.14,,
"ITF31","Caserta","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.16,,
"ITF31","Caserta","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.44,,
"ITF32","Benevento","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",6.62,,
"ITF32","Benevento","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",6.58,,
"ITF32","Benevento","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",6.87,,
"ITF33","Napoli","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.78,,
"ITF33","Napoli","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",13.07,,
"ITF33","Napoli","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",13.03,,
"ITF33","Napoli","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",18.95,,
"ITF33","Napoli","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",19.46,,
"ITF33","Napoli","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",19.32,,
"ITF34","Avellino","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.47,,
"ITF34","Avellino","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.61,,
"ITF34","Avellino","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.93,,
"ITF35","Salerno","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",6.94,,
"ITF35","Salerno","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",6.98,,
"ITF35","Salerno","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",7.23,,
"ITF4","Puglia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",11.76,,
"ITF4","Puglia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",12.25,,
"ITF4","Puglia","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",12.19,,
"ITF4","Puglia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",16.05,,
"ITF4","Puglia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",16.53,,
"ITF4","Puglia","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",16.53,,
"ITF41","Foggia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.26,,
"ITF41","Foggia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.34,,
"ITF41","Foggia","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.52,,
"ITF42","Bari","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",7.62,,
"ITF42","Bari","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",7.66,,
"ITF42","Bari","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",7.78,,
"ITF43","Taranto","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",11.85,,
"ITF43","Taranto","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",14.42,,
"ITF43","Taranto","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",12.89,,
"ITF43","Taranto","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",16.24,,
"ITF43","Taranto","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",18.14,,
"ITF43","Taranto","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",17.22,,
"ITF44","Brindisi","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.52,,
"ITF44","Brindisi","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.65,,
"ITF44","Brindisi","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.86,,
"ITF45","Lecce","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",7.21,,
"ITF45","Lecce","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",7.3,,
"ITF45","Lecce","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",7.42,,
"ITF5","Basilicata","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.08,,
"ITF5","Basilicata","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",12.7,,
"ITF5","Basilicata","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",12.58,,
"ITG2","Sardegna","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",16.6,,
"ITG2","Sardegna","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",16.9,,
"ITG2","Sardegna","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",16.97,,
"ITG25","Sassari","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.59,,
"ITG25","Sassari","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.66,,
"ITG25","Sassari","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.85,,
"ITG26","Nuoro","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2018","2018",8.17,,
"ITG26","Nuoro","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2019","2019",8.27,,
"ITG26","Nuoro","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","IT","Italy","2020","2020",8.29,,
"ITG27","Cagliari","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2018","2018",12.87,,
"ITG27","Cagliari","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2019","2019",13.14,,
"ITG27","Cagliari","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","IT","Italy","2020","2020",13.26,,
"ITG27","Cagliari","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2018","2018",17.88,,
"ITG27","Cagliari","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2019","2019",18.28,,
"ITG27","Cagliari","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","IT","Italy","2020","2020",18.26,,
"ITG28","Oristano","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2018","2018",10.64,,
"ITG28","Oristano","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2019","2019",10.71,,
"ITG28","Oristano","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","IT","Italy","2020","2020",10.95,,
"ITC","Nord-ovest","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",23.7,,
"ITC","Nord-ovest","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",23.54,,
"ITC","Nord-ovest","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",24.54,,
"ITC1","Piemonte","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",11.77,,
"ITC1","Piemonte","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",11.95,,
"ITC1","Piemonte","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",12.25,,
"ITC1","Piemonte","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2018","2018",31.52,,
"ITC1","Piemonte","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2019","2019",32.14,,
"ITC1","Piemonte","HOUWAG_ENTEMP_NIND_MI","Gross hourly wage per hour paid of employee jobs in euro (ninth decile).","WORLD","All countries of the world","2020","2020",32.42,,
"ITC11","Torino","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",8.32,,
"ITC11","Torino","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",8.48,,
"ITC11","Torino","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",8.62,,
"ITC11","Torino","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2018","2018",15.32,,
"ITC11","Torino","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2019","2019",15.32,,
"ITC11","Torino","HOUWAG_ENTEMP_MED_MI","Gross hourly wage per hour paid of employee jobs  in euros (median).","WORLD","All countries of the world","2020","2020",16.27,,
"ITC12","Vercelli","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2018","2018",13.83,,
"ITC12","Vercelli","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2019","2019",14.36,,
"ITC12","Vercelli","HOUWAG_ENTEMP_AV_MI","Gross hourly wage per hour paid of employee jobs in euro (average).","WORLD","All countries of the world","2020","2020",14.41,,
"ITC12","Vercelli","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2018","2018",9.52,,
"ITC12","Vercelli","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2019","2019",9.74,,
"ITC12","Vercelli","HOUWAG_ENTEMP_FIRD_MI","Gross hourly wage per hour paid of employee jobs in euro (first decile).","WORLD","All countries of the world","2020","2020",10,,
